id,lexeme,de,ru,source,license
immer:t1907270,immer,Das sagen Sie immer.,Вы всегда так говорите.,tatoeba,CC BY 2.0 FR
in:t2666902,in,Ich muss in die Stadt.,Мне нужно в город.,tatoeba,CC BY 2.0 FR
in:t2718337,in,Ich bin in der Stadt.,Я в городе.,tatoeba,CC BY 2.0 FR
in:t352580,in,Ich gehe in die Stadt.,Я поеду в город.,tatoeba,CC BY 2.0 FR
in-adj:t2666902,in-adj,Ich muss in die Stadt.,Мне нужно в город.,tatoeba,CC BY 2.0 FR
in-adj:t2718337,in-adj,Ich bin in der Stadt.,Я в городе.,tatoeba,CC BY 2.0 FR
in-adj:t352580,in-adj,Ich gehe in die Stadt.,Я поеду в город.,tatoeba,CC BY 2.0 FR
information:t13754105,information,Wir haben andere Informationen.,У нас другие сведения.,tatoeba,CC BY 2.0 FR
information:t8436540,information,Ich brauche mehr Informationen.,Мне нужно больше информации.,tatoeba,CC BY 2.0 FR
information:t1527800,information,Was für Informationen suchen Sie?,Какую информацию Вы ищете?,tatoeba,CC BY 2.0 FR
international:t11725025,international,Heute ist der internationale Frauentag.,Сегодня Международный женский день.,tatoeba,CC BY 2.0 FR
international:t13867866,international,Drogen sind ein internationales Problem.,Наркотики — это международная проблема.,tatoeba,CC BY 2.0 FR
international:t8634215,international,Er nimmt an einem internationalen Wettbewerb teil.,Он принимает участие в международном конкурсе.,tatoeba,CC BY 2.0 FR
internet:t1690579,internet,Wem gehört das Internet?,Кому принадлежит Интернет?,tatoeba,CC BY 2.0 FR
internet:t13703941,internet,Das Internet ist kein Arzt.,Интернет не врач.,tatoeba,CC BY 2.0 FR
internet:t13728871,internet,Wie wäre das Leben ohne das Internet?,Какой была бы жизнь без интернета?,tatoeba,CC BY 2.0 FR
ja:t10265001,ja,"Ja, das war ich.","Да, это был я.",tatoeba,CC BY 2.0 FR
ja:t10990220,ja,"Ja, das ist möglich.","Да, это возможно.",tatoeba,CC BY 2.0 FR
ja:t1130189,ja,Ja. Das ist richtig.,Да. Это верно.,tatoeba,CC BY 2.0 FR
ja-part:t10265001,ja-part,"Ja, das war ich.","Да, это был я.",tatoeba,CC BY 2.0 FR
ja-part:t10990220,ja-part,"Ja, das ist möglich.","Да, это возможно.",tatoeba,CC BY 2.0 FR
ja-part:t1130189,ja-part,Ja. Das ist richtig.,Да. Это верно.,tatoeba,CC BY 2.0 FR
jacke:t8320849,jacke,Ich kaufe eine Jacke.,Я куплю куртку.,tatoeba,CC BY 2.0 FR
jacke:t2639039,jacke,Er trägt eine Jacke.,Он носит куртку.,tatoeba,CC BY 2.0 FR
jacke:t6779037,jacke,Wo ist meine Jacke?,Где моя куртка?,tatoeba,CC BY 2.0 FR
jetzt:t12171518,jetzt,Es ist jetzt 8.30 Uhr.,Сейчас 8:30.,tatoeba,CC BY 2.0 FR
jetzt:t1224231,jetzt,Ich will es jetzt!,Я хочу сейчас!,tatoeba,CC BY 2.0 FR
jetzt:t13730796,jetzt,Jetzt ist es 2:30 Uhr.,Сейчас полтретьего.,tatoeba,CC BY 2.0 FR
job:t1197066,job,Ich suche einen Job.,Я ищу работу.,tatoeba,CC BY 2.0 FR
job:t1526734,job,Suchen Sie einen Job?,Вы ищете работу?,tatoeba,CC BY 2.0 FR
job:t3588418,job,Sie fand einen Job.,Она нашла работу.,tatoeba,CC BY 2.0 FR
jugendliche:t845010,jugendliche,"Der Jugendliche, der spricht, ist mein Bruder.","Молодой человек, который говорит, — мой брат.",tatoeba,CC BY 2.0 FR
jugendliche:t1690575,jugendliche,Einkaufszentren sind bei Jugendlichen beliebt.,Торговые центры популярны у подростков.,tatoeba,CC BY 2.0 FR
jugendliche:t11979123,jugendliche,Ich höre noch immer die gleiche Musik wie schon als Jugendliche.,"Я до сих пор слушаю ту же музыку, которую слушала подростком.",tatoeba,CC BY 2.0 FR
jung:t1228573,jung,Wir werden nicht jünger.,Мы не становимся моложе.,tatoeba,CC BY 2.0 FR
jung:t1314842,jung,Er ist noch jung.,Он ещё молод.,tatoeba,CC BY 2.0 FR
jung:t13817169,jung,Ich bin auch jung.,Я тоже молодой.,tatoeba,CC BY 2.0 FR
junge:t1898891,junge,Das ist ein Junge.,Это мальчик.,tatoeba,CC BY 2.0 FR
junge:t584327,junge,Das ist der Junge.,Это мальчик.,tatoeba,CC BY 2.0 FR
junge:t6216298,junge,Sehen Sie den Jungen?,Вы видите мальчика?,tatoeba,CC BY 2.0 FR
kaffee:t11261074,kaffee,Trinken Sie keinen Kaffee?,Вы не пьёте кофе?,tatoeba,CC BY 2.0 FR
kaffee:t1133943,kaffee,Der Kaffee ist bitter.,Кофе горький.,tatoeba,CC BY 2.0 FR
kaffee:t11469214,kaffee,Ist der Kaffee fertig?,Кофе готов?,tatoeba,CC BY 2.0 FR
kaputt:t1008601,kaputt,Die Maschine ist kaputt.,Машина сломалась.,tatoeba,CC BY 2.0 FR
kaputt:t1396116,kaputt,Der Computer ging kaputt.,Компьютер сломался.,tatoeba,CC BY 2.0 FR
kaputt:t1718628,kaputt,Die Uhr ist kaputt.,Часы сломались.,tatoeba,CC BY 2.0 FR
karte:t10008466,karte,Hier ist die Karte!,Вот меню!,tatoeba,CC BY 2.0 FR
karte:t10166015,karte,Haben wir eine Karte?,У нас есть карта?,tatoeba,CC BY 2.0 FR
karte:t2136997,karte,Ich will eine Karte.,Я хочу карту.,tatoeba,CC BY 2.0 FR
kartoffel:t12925336,kartoffel,Ich kochte die Kartoffeln.,Я сварил картошку.,tatoeba,CC BY 2.0 FR
kartoffel:t12925338,kartoffel,Ich habe Kartoffeln gekocht.,Я сварил картошку.,tatoeba,CC BY 2.0 FR
kartoffel:t5293432,kartoffel,Kartoffeln sind ein Gemüse.,Картофель - овощ.,tatoeba,CC BY 2.0 FR
kasse:t983676,kasse,Die Kasse stimmt heute nicht.,Касса не сходится сегодня.,tatoeba,CC BY 2.0 FR
kasse:t1048497,kasse,Er ist ständig knapp bei Kasse.,Ему постоянно не хватает денег.,tatoeba,CC BY 2.0 FR
kasse:t3467087,kasse,Zahlen Sie bitte an der Kasse im Erdgeschoss.,"Оплатите, пожалуйста, в кассе на первом этаже.",tatoeba,CC BY 2.0 FR
katze:t10506518,katze,Die Katze wird schlafen.,Кот поспит.,tatoeba,CC BY 2.0 FR
katze:t12293365,katze,Ich sehe eine Katze.,Я вижу кота.,tatoeba,CC BY 2.0 FR
katze:t12296241,katze,Ist die Katze klein?,Кошка маленькая?,tatoeba,CC BY 2.0 FR
kaufen:t10020681,kaufen,Ich werde das kaufen.,Я это куплю.,tatoeba,CC BY 2.0 FR
kaufen:t1198446,kaufen,Was möchten Sie kaufen?,Что бы Вы хотели купить?,tatoeba,CC BY 2.0 FR
kaufen:t12078410,kaufen,Ich kaufe ein neues.,Я новое куплю.,tatoeba,CC BY 2.0 FR
kein:t13760413,kein,Ich bin kein Mensch.,Я не человек.,tatoeba,CC BY 2.0 FR
kein:t4638863,kein,Sie ist kein Mensch.,Она не человек.,tatoeba,CC BY 2.0 FR
kein:t2101910,kein,Wir haben keinen gesehen.,Мы никого не видели.,tatoeba,CC BY 2.0 FR
kennen:t13857115,kennen,Sie kennen Sie nicht.,Они Вас не знают.,tatoeba,CC BY 2.0 FR
kennen:t1920834,kennen,Kannten Sie sie gut?,Вы хорошо её знали?,tatoeba,CC BY 2.0 FR
kennen:t2482479,kennen,Sie kennen sie nicht.,Вы не знаете их.,tatoeba,CC BY 2.0 FR
kennenlernen:t11555007,kennenlernen,Ich habe sie kennengelernt.,Я с ними познакомился.,tatoeba,CC BY 2.0 FR
kennenlernen:t11803024,kennenlernen,Sie werden sie kennenlernen.,Вы с ней познакомитесь.,tatoeba,CC BY 2.0 FR
kennenlernen:t13625508,kennenlernen,Er hat sie kennengelernt.,Он с ними познакомился.,tatoeba,CC BY 2.0 FR
kind:t10745099,kind,Die haben keine Kinder.,У них нет детей.,tatoeba,CC BY 2.0 FR
kind:t10745100,kind,Kinder haben die keine.,Детей у них нет.,tatoeba,CC BY 2.0 FR
kind:t12376604,kind,Wessen Kind ist das?,Чей это ребёнок?,tatoeba,CC BY 2.0 FR
kindergarten:t6761537,kindergarten,Ich arbeite im Kindergarten.,Я работаю в детском саду.,tatoeba,CC BY 2.0 FR
kindergarten:t5442901,kindergarten,Tom geht in den Kindergarten.,Том ходит в детский сад.,tatoeba,CC BY 2.0 FR
kindergarten:t5991241,kindergarten,Besuchen deine Kinder den Kindergarten?,У тебя дети в садик ходят?,tatoeba,CC BY 2.0 FR
kino:t13805382,kino,Gibt es hier ein Kino?,Тут есть кинотеатр?,tatoeba,CC BY 2.0 FR
kino:t12591917,kino,"Das ist das Kino, wo wir ausländische Filme sahen.","Это кинотеатр, где мы смотрели иностранные фильмы.",tatoeba,CC BY 2.0 FR
kino:t12592085,kino,"Dies ist das Kino, wo wir ausländische Filme sehen.","Это кинотеатр, где мы смотрим иностранные фильмы.",tatoeba,CC BY 2.0 FR
kiosk:t7783080,kiosk,In diesem Kiosk da werden Blumen verkauft.,В этом киоске продаются цветы.,tatoeba,CC BY 2.0 FR
kiosk:t7889518,kiosk,Maria kaufte sich am Kiosk eine Zeitschrift.,Мэри купила себе в киоске журнал.,tatoeba,CC BY 2.0 FR
klar:t13945193,klar,Jetzt ist es klar.,Теперь ясно.,tatoeba,CC BY 2.0 FR
klar:t1561080,klar,War das nicht klar?,Разве это было не ясно?,tatoeba,CC BY 2.0 FR
klar:t8651953,klar,Das ist noch nicht klar.,Это ещё не ясно.,tatoeba,CC BY 2.0 FR
klar-adv:t13945193,klar-adv,Jetzt ist es klar.,Теперь ясно.,tatoeba,CC BY 2.0 FR
klar-adv:t1561080,klar-adv,War das nicht klar?,Разве это было не ясно?,tatoeba,CC BY 2.0 FR
klar-adv:t8651953,klar-adv,Das ist noch nicht klar.,Это ещё не ясно.,tatoeba,CC BY 2.0 FR
klasse:t3322323,klasse,Das ist die Klasse.,Это класс.,tatoeba,CC BY 2.0 FR
klasse:t10517893,klasse,Das sieht richtig klasse aus.,Выглядит реально круто.,tatoeba,CC BY 2.0 FR
klasse:t13813759,klasse,In der Klasse waren wenig Kinder.,В классе было мало детей.,tatoeba,CC BY 2.0 FR
kleidung:t11436505,kleidung,Ich habe keine Kleidung an.,Я без одежды.,tatoeba,CC BY 2.0 FR
kleidung:t12249613,kleidung,Ich kaufe nicht oft teure Kleidung.,Я не часто покупаю дорогую одежду.,tatoeba,CC BY 2.0 FR
kleidung:t12249394,kleidung,Sie haben kein Geld für neue Kleidung.,У них нет денег на новую одежду.,tatoeba,CC BY 2.0 FR
klein:t10083912,klein,Er ist zu klein.,Он слишком маленький.,tatoeba,CC BY 2.0 FR
klein:t12126136,klein,Das Land ist klein.,Страна маленькая.,tatoeba,CC BY 2.0 FR
klein:t13833673,klein,Wie klein ist er?,Насколько он маленький?,tatoeba,CC BY 2.0 FR
kochen:t11150637,kochen,"Nicht jetzt, ich koche.","Не сейчас, я готовлю.",tatoeba,CC BY 2.0 FR
kochen:t12024603,kochen,Was kochen Sie heute?,Что Вы сегодня приготовите?,tatoeba,CC BY 2.0 FR
kochen:t13705503,kochen,Wer kocht für dich?,Кто тебе готовит?,tatoeba,CC BY 2.0 FR
koennen:t919053,koennen,Das kann nicht sein!,Не может быть!,tatoeba,CC BY 2.0 FR
koennen:t1932881,koennen,Wie kann das sein?,Как это может быть?,tatoeba,CC BY 2.0 FR
koennen:t3540502,koennen,„Das kann nicht sein!“ – „Aber so ist es!“,«Быть не может!» — «Но это так!»,tatoeba,CC BY 2.0 FR
koffer:t2988940,koffer,Wo ist dein Koffer?,Где твой чемодан?,tatoeba,CC BY 2.0 FR
koffer:t3404160,koffer,Das ist mein Koffer.,Это мой чемодан.,tatoeba,CC BY 2.0 FR
koffer:t5868729,koffer,Wo ist mein Koffer?,Где мой чемодан?,tatoeba,CC BY 2.0 FR
kollege:t9680723,kollege,Wir sind nur Kollegen.,Мы просто коллеги.,tatoeba,CC BY 2.0 FR
kollege:t10816993,kollege,Er war mein Kollege.,Он был моим коллегой.,tatoeba,CC BY 2.0 FR
kollege:t2765848,kollege,Er ist mein Kollege.,Он мой коллега.,tatoeba,CC BY 2.0 FR
kommen:t11550778,kommen,Sie kommt noch nicht.,Она пока не придёт.,tatoeba,CC BY 2.0 FR
kommen:t13696588,kommen,Kommen sie oder nicht?,Они придут или нет?,tatoeba,CC BY 2.0 FR
kommen:t1836621,kommen,Sie ist nicht gekommen.,Она не пришла.,tatoeba,CC BY 2.0 FR
konto:t1517553,konto,Ich möchte mein Konto schließen.,Хочу закрыть свой счёт.,tatoeba,CC BY 2.0 FR
konto:t7083953,konto,Sein Konto wurde gesperrt.,Его счёт арестовали.,tatoeba,CC BY 2.0 FR
konto:t6373325,konto,Ich habe ein Facebook-Konto.,У меня есть аккаунт на Фейсбуке.,tatoeba,CC BY 2.0 FR
kopf:t2214731,kopf,Er steht auf dem Kopf.,Он стоит на голове.,tatoeba,CC BY 2.0 FR
kopf:t4517197,kopf,Sie stand auf dem Kopf.,Она стояла на голове.,tatoeba,CC BY 2.0 FR
kopf:t7462874,kopf,Ich kann auf dem Kopf stehen.,Я умею стоять на голове.,tatoeba,CC BY 2.0 FR
kosten:t12365611,kosten,Dies kostet zu viel.,Это слишком дорого стоит.,tatoeba,CC BY 2.0 FR
kosten:t1246,kosten,Wie viel kostet es?,Сколько это стоит?,tatoeba,CC BY 2.0 FR
kosten:t2275165,kosten,Was hat es gekostet?,Сколько это стоило?,tatoeba,CC BY 2.0 FR
krank:t10031893,krank,Wir sind sehr krank.,Мы очень больны.,tatoeba,CC BY 2.0 FR
krank:t10342693,krank,Die Welt ist krank.,Мир болен.,tatoeba,CC BY 2.0 FR
krank:t10602335,krank,Gestern war sie krank.,Она вчера была больна.,tatoeba,CC BY 2.0 FR
kriegen:t10451327,kriegen,Wir wollen keinen Krieg.,Мы не хотим войны.,tatoeba,CC BY 2.0 FR
kriegen:t12116331,kriegen,Wir brauchen keinen Krieg.,Нам не нужна война.,tatoeba,CC BY 2.0 FR
kriegen:t12988829,kriegen,Wer hat es gekriegt?,Кто её получил?,tatoeba,CC BY 2.0 FR
kuchen:t1902289,kuchen,Danke für den Kuchen!,Спасибо за пирог.,tatoeba,CC BY 2.0 FR
kuchen:t4316556,kuchen,Was kostet der Kuchen?,Сколько стоит торт?,tatoeba,CC BY 2.0 FR
kuchen:t7850931,kuchen,Ich habe Kuchen gegessen.,Я ел пирог.,tatoeba,CC BY 2.0 FR
kueche:t3091280,kueche,Wo ist die Küche?,Где кухня?,tatoeba,CC BY 2.0 FR
kueche:t3783220,kueche,Die Küche ist unten.,Кухня внизу.,tatoeba,CC BY 2.0 FR
kueche:t9206412,kueche,Hier ist die Küche.,Вот кухня.,tatoeba,CC BY 2.0 FR
kuehlschrank:t5385525,kuehlschrank,Mein Kühlschrank ist kaputt.,У меня холодильник сломался.,tatoeba,CC BY 2.0 FR
kuehlschrank:t577463,kuehlschrank,Unser Kühlschrank ist kaputt.,У нас холодильник сломался.,tatoeba,CC BY 2.0 FR
kuehlschrank:t8096503,kuehlschrank,Der Kühlschrank ist zu.,Холодильник закрыт.,tatoeba,CC BY 2.0 FR
kugelschreiber:t1792493,kugelschreiber,Das ist ein Kugelschreiber.,Это шариковая ручка.,tatoeba,CC BY 2.0 FR
kugelschreiber:t3032072,kugelschreiber,Ich brauche einen Kugelschreiber.,Мне нужна шариковая ручка.,tatoeba,CC BY 2.0 FR
kugelschreiber:t729101,kugelschreiber,Ich habe einen Kugelschreiber.,У меня есть ручка.,tatoeba,CC BY 2.0 FR
kulturell:t13867432,kulturell,Zwischen Ost- und Westdeutschland gibt es noch viele kulturelle Unterschiede.,Между восточной и западной Германией до сих пор существует много культурных различий.,tatoeba,CC BY 2.0 FR
kulturell:t13545220,kulturell,In kultureller Hinsicht gibt es zwischen diesen zwei Ländern viel Gemeinsames.,В культурном отношении между этими двумя странами много общего.,tatoeba,CC BY 2.0 FR
kulturell:t1849786,kulturell,Die Entwicklung der Unternehmerkultur setzt eine allgemeine kulturelle Persönlichkeitsentwicklung voraus.,Для развития предпринимательской культуры необходимо общекультурное развитие личности.,tatoeba,CC BY 2.0 FR
kunde:t8738517,kunde,Ich bin ein Kunde.,Я клиент.,tatoeba,CC BY 2.0 FR
kunde:t3067914,kunde,Sie sind ein guter Kunde.,Вы хороший клиент.,tatoeba,CC BY 2.0 FR
kunde:t825045,kunde,Ich bin nur ein Kunde.,Я всего лишь клиент.,tatoeba,CC BY 2.0 FR
kurs:t1910507,kurs,Wer hat den Kurs ausgearbeitet?,Кто разработал курс?,tatoeba,CC BY 2.0 FR
kurs:t4436780,kurs,Für wen ist dieser Kurs?,Для кого этот курс?,tatoeba,CC BY 2.0 FR
kurs:t1911253,kurs,Für wen wurde der Kurs ausgearbeitet?,Для кого разработан курс?,tatoeba,CC BY 2.0 FR
kurz:t9846658,kurz,War das vor Kurzem?,Это было недавно?,tatoeba,CC BY 2.0 FR
kurz:t696012,kurz,Ich werde hier für eine kurze Zeit bleiben.,Я останусь здесь ненадолго.,tatoeba,CC BY 2.0 FR
kurz:t1757036,kurz,Kurz gesagt: ich weiß es nicht und will es auch nicht wissen.,Короче говоря: я не знаю и знать не хочу.,tatoeba,CC BY 2.0 FR
kurz-adv:t1757036,kurz-adv,Kurz gesagt: ich weiß es nicht und will es auch nicht wissen.,Короче говоря: я не знаю и знать не хочу.,tatoeba,CC BY 2.0 FR
kurz-adv:t10170982,kurz-adv,Sein Leben war kurz.,Жизнь его была короткой.,tatoeba,CC BY 2.0 FR
kurz-adv:t1013838,kurz-adv,Wie kurz das Leben ist!,Как коротка жизнь!,tatoeba,CC BY 2.0 FR
lachen:t11990356,lachen,Er hat viel gelacht.,Он очень смеялся.,tatoeba,CC BY 2.0 FR
lachen:t1448790,lachen,Die anderen Kinder lachten.,Остальные дети засмеялись.,tatoeba,CC BY 2.0 FR
lachen:t1449919,lachen,Ich platze vor Lachen.,Ржу не могу!,tatoeba,CC BY 2.0 FR
laden:t10018375,laden,Ist der Laden geöffnet?,Магазин открыт?,tatoeba,CC BY 2.0 FR
laden:t1205834,laden,Ich suche einen Laden.,Я ищу магазин.,tatoeba,CC BY 2.0 FR
laden:t13798181,laden,Das ist ein Laden.,Это магазин.,tatoeba,CC BY 2.0 FR
lampe:t13817833,lampe,Wir brauchen eine neue Lampe.,Нам нужна новая лампа.,tatoeba,CC BY 2.0 FR
lampe:t3942537,lampe,Stell die Lampe auf den Tisch.,Поставь лампу на стол.,tatoeba,CC BY 2.0 FR
lampe:t731179,lampe,Ich habe eine alte Lampe gekauft.,Я купил старую лампу.,tatoeba,CC BY 2.0 FR
land:t13862643,land,Es ist sein Land.,Это его страна.,tatoeba,CC BY 2.0 FR
land:t2531330,land,Er kam aus einem anderen Land.,Он был из другой страны.,tatoeba,CC BY 2.0 FR
land:t12126136,land,Das Land ist klein.,Страна маленькая.,tatoeba,CC BY 2.0 FR
lang:t12839009,lang,Ich habe sie lange nicht gesehen.,Я её давно не видел.,tatoeba,CC BY 2.0 FR
lang:t3118634,lang,Wie lange geht das schon so?,Сколько это продолжается?,tatoeba,CC BY 2.0 FR
lang:t9458211,lang,Wie lange ist es schon so?,Давно это так?,tatoeba,CC BY 2.0 FR
lang-adv:t3479200,lang-adv,Es ist lang und schwer.,Это долго и трудно.,tatoeba,CC BY 2.0 FR
lang-adv:t10060109,lang-adv,Eine Zeit lang habe ich nichts gesagt.,Некоторое время я ничего не говорил.,tatoeba,CC BY 2.0 FR
lang-adv:t988639,lang-adv,Ich habe sie über eine Stunde lang gesucht.,Я искал их больше часа.,tatoeba,CC BY 2.0 FR
lang-prep:t3479200,lang-prep,Es ist lang und schwer.,Это долго и трудно.,tatoeba,CC BY 2.0 FR
lang-prep:t10060109,lang-prep,Eine Zeit lang habe ich nichts gesagt.,Некоторое время я ничего не говорил.,tatoeba,CC BY 2.0 FR
lang-prep:t988639,lang-prep,Ich habe sie über eine Stunde lang gesucht.,Я искал их больше часа.,tatoeba,CC BY 2.0 FR
lang-verb:t3479200,lang-verb,Es ist lang und schwer.,Это долго и трудно.,tatoeba,CC BY 2.0 FR
lang-verb:t10060109,lang-verb,Eine Zeit lang habe ich nichts gesagt.,Некоторое время я ничего не говорил.,tatoeba,CC BY 2.0 FR
lang-verb:t988639,lang-verb,Ich habe sie über eine Stunde lang gesucht.,Я искал их больше часа.,tatoeba,CC BY 2.0 FR
lange:t12839009,lange,Ich habe sie lange nicht gesehen.,Я её давно не видел.,tatoeba,CC BY 2.0 FR
lange:t3118634,lange,Wie lange geht das schon so?,Сколько это продолжается?,tatoeba,CC BY 2.0 FR
lange:t9458211,lange,Wie lange ist es schon so?,Давно это так?,tatoeba,CC BY 2.0 FR
lange-adj:t12839009,lange-adj,Ich habe sie lange nicht gesehen.,Я её давно не видел.,tatoeba,CC BY 2.0 FR
lange-adj:t3118634,lange-adj,Wie lange geht das schon so?,Сколько это продолжается?,tatoeba,CC BY 2.0 FR
lange-adj:t9458211,lange-adj,Wie lange ist es schon so?,Давно это так?,tatoeba,CC BY 2.0 FR
lange-verb:t12839009,lange-verb,Ich habe sie lange nicht gesehen.,Я её давно не видел.,tatoeba,CC BY 2.0 FR
lange-verb:t3118634,lange-verb,Wie lange geht das schon so?,Сколько это продолжается?,tatoeba,CC BY 2.0 FR
lange-verb:t9458211,lange-verb,Wie lange ist es schon so?,Давно это так?,tatoeba,CC BY 2.0 FR
langsam:t10218934,langsam,Die arbeiten sehr langsam.,Они очень медленно работают.,tatoeba,CC BY 2.0 FR
langsam:t12460959,langsam,Sie sind zu langsam.,Вы слишком медлительная.,tatoeba,CC BY 2.0 FR
langsam:t2278116,langsam,Ich muss langsam gehen.,Мне приходится идти медленно.,tatoeba,CC BY 2.0 FR
langsam-adv:t10218934,langsam-adv,Die arbeiten sehr langsam.,Они очень медленно работают.,tatoeba,CC BY 2.0 FR
langsam-adv:t12460959,langsam-adv,Sie sind zu langsam.,Вы слишком медлительная.,tatoeba,CC BY 2.0 FR
langsam-adv:t2278116,langsam-adv,Ich muss langsam gehen.,Мне приходится идти медленно.,tatoeba,CC BY 2.0 FR
laufen:t1343600,laufen,Die Zeit läuft aus.,Время истекает.,tatoeba,CC BY 2.0 FR
laufen:t370485,laufen,Wie schnell sie läuft!,Как быстро она бегает!,tatoeba,CC BY 2.0 FR
laufen:t7085165,laufen,Laufen Sie hier nicht.,Не бегайте здесь.,tatoeba,CC BY 2.0 FR
laut:t11502227,laut,Das ist zu laut.,Это слишком громко.,tatoeba,CC BY 2.0 FR
laut:t1314497,laut,Es ist zu laut.,Слишком громко.,tatoeba,CC BY 2.0 FR
laut:t8245317,laut,Die Kinder sind laut.,Дети шумные.,tatoeba,CC BY 2.0 FR
laut-adv:t11502227,laut-adv,Das ist zu laut.,Это слишком громко.,tatoeba,CC BY 2.0 FR
laut-adv:t1314497,laut-adv,Es ist zu laut.,Слишком громко.,tatoeba,CC BY 2.0 FR
laut-adv:t8245317,laut-adv,Die Kinder sind laut.,Дети шумные.,tatoeba,CC BY 2.0 FR
laut-prep:t11502227,laut-prep,Das ist zu laut.,Это слишком громко.,tatoeba,CC BY 2.0 FR
laut-prep:t1314497,laut-prep,Es ist zu laut.,Слишком громко.,tatoeba,CC BY 2.0 FR
laut-prep:t8245317,laut-prep,Die Kinder sind laut.,Дети шумные.,tatoeba,CC BY 2.0 FR
laut-verb:t11502227,laut-verb,Das ist zu laut.,Это слишком громко.,tatoeba,CC BY 2.0 FR
laut-verb:t1314497,laut-verb,Es ist zu laut.,Слишком громко.,tatoeba,CC BY 2.0 FR
laut-verb:t8245317,laut-verb,Die Kinder sind laut.,Дети шумные.,tatoeba,CC BY 2.0 FR
leben:t10170982,leben,Sein Leben war kurz.,Жизнь его была короткой.,tatoeba,CC BY 2.0 FR
leben:t12653318,leben,Das Leben ist so.,Такова жизнь.,tatoeba,CC BY 2.0 FR
leben:t13236383,leben,Man muss nicht leben.,Человеку не следует жить.,tatoeba,CC BY 2.0 FR
leben-noun:t10170982,leben-noun,Sein Leben war kurz.,Жизнь его была короткой.,tatoeba,CC BY 2.0 FR
leben-noun:t12653318,leben-noun,Das Leben ist so.,Такова жизнь.,tatoeba,CC BY 2.0 FR
leben-noun:t13236383,leben-noun,Man muss nicht leben.,Человеку не следует жить.,tatoeba,CC BY 2.0 FR
lebens:t361426,lebens,Auf der Straße des Lebens gibt es kein Zurück.,На дороге жизни нет пути обратно.,tatoeba,CC BY 2.0 FR
lebens:t13747254,lebens,Das war der Beginn eines neuen Lebens.,Это было начало новой жизни.,tatoeba,CC BY 2.0 FR
lebens:t13747255,lebens,Das war der Anfang eines neuen Lebens.,Это было начало новой жизни.,tatoeba,CC BY 2.0 FR
ledig:t1521306,ledig,Ist er verheiratet oder ledig?,Он женат или холост?,tatoeba,CC BY 2.0 FR
ledig:t2491550,ledig,Er ist jung und ledig.,Он молод и не женат.,tatoeba,CC BY 2.0 FR
ledig:t2863614,ledig,Sie ist jung und ledig.,Она молода и не замужем.,tatoeba,CC BY 2.0 FR
legen:t10879458,legen,Ich lege jetzt auf.,Я сейчас повешу трубку.,tatoeba,CC BY 2.0 FR
legen:t895109,legen,Legen Sie sich auf die Liege.,Ложитесь на кушетку.,tatoeba,CC BY 2.0 FR
legen:t3450249,legen,Leg das Buch auf die anderen!,Положи книгу на остальные.,tatoeba,CC BY 2.0 FR
lehrer:t10115354,lehrer,Wie viel verdienen Lehrer?,Сколько зарабатывают учителя?,tatoeba,CC BY 2.0 FR
lehrer:t10467962,lehrer,Sie sind keine Lehrer.,Они не учителя.,tatoeba,CC BY 2.0 FR
lehrer:t10470160,lehrer,Das sind keine Lehrer.,Это не учителя.,tatoeba,CC BY 2.0 FR
leicht:t10477517,leicht,Wir können leicht gewinnen.,Мы легко можем выиграть.,tatoeba,CC BY 2.0 FR
leicht:t10481468,leicht,Ich werde leicht gewinnen.,Я легко выиграю.,tatoeba,CC BY 2.0 FR
leicht:t11988255,leicht,"Leicht gesagt, schwer getan.","Легко сказать, да трудно сделать.",tatoeba,CC BY 2.0 FR
leicht-adv:t10477517,leicht-adv,Wir können leicht gewinnen.,Мы легко можем выиграть.,tatoeba,CC BY 2.0 FR
leicht-adv:t10481468,leicht-adv,Ich werde leicht gewinnen.,Я легко выиграю.,tatoeba,CC BY 2.0 FR
leicht-adv:t11988255,leicht-adv,"Leicht gesagt, schwer getan.","Легко сказать, да трудно сделать.",tatoeba,CC BY 2.0 FR
leider:t12404537,leider,Leider kam er nicht.,"К сожалению, он не пришёл.",tatoeba,CC BY 2.0 FR
leider:t12404538,leider,Leider kam sie nicht.,"К сожалению, она не пришла.",tatoeba,CC BY 2.0 FR
leider:t6074177,leider,Leider lesen sie wenig.,"К сожалению, они мало читают.",tatoeba,CC BY 2.0 FR
leise:t5941584,leise,Leise! Das Kind schläft.,"Тише, ребёнок спит.",tatoeba,CC BY 2.0 FR
leise:t11157315,leise,Die Kinder spielten leise zusammen.,Дети спокойно играли вместе.,tatoeba,CC BY 2.0 FR
leise:t1709857,leise,Könnten Sie es leiser machen?,Вы не могли бы сделать потише?,tatoeba,CC BY 2.0 FR
leise-adv:t5941584,leise-adv,Leise! Das Kind schläft.,"Тише, ребёнок спит.",tatoeba,CC BY 2.0 FR
leise-adv:t11157315,leise-adv,Die Kinder spielten leise zusammen.,Дети спокойно играли вместе.,tatoeba,CC BY 2.0 FR
leise-adv:t5861952,leise-adv,Die Tür bitte leise schließen!,"Не хлопай, пожалуйста, дверью.",tatoeba,CC BY 2.0 FR
lernen:t12431069,lernen,Ich habe nichts gelernt.,Я ничему не научился.,tatoeba,CC BY 2.0 FR
